Cast,Country,Date Added,Description,Director,Duration (In minutes),Genre,Month Added,Rating,Release Year,Seasons,Show Id,Title,Type,Year,Number of Records
"Takeshi Kaneshiro, Zhou Dongyu, Sun Yizhou, Ming Xi, Tony Yang, Lin Chi-ling",China,10/14/2017 12:00:00 AM,"Romance and cuisine mix when a perpetually dissatisfied hotel executive finally encounters the perfect meal, and the sous chef that made it.",Derek Hui,107,"Comedies, International Movies, Romantic Movies",10,TV-PG,2017,,80187205,This Is Not What I Expected,Movie,2017,1
Cai Guo-Qiang,United States,10/14/2016 12:00:00 AM,"Known for his spectacular pyrotechnic displays, Chinese artist Cai Guo-Qiang creates his most ambitious project yet in this breathtaking documentary.",Kevin MacDonald,80,Documentaries,10,TV-MA,2016,,80097472,Sky Ladder: The Art of Cai Guo-Qiang,Movie,2016,1
"Pierfrancesco Favino, Elio Germano, Claudio Amendola, Alessandro Borghi, Greta Scarano, Giulia Gorietti, Jean-Hugues Anglade, Antonello Fassari, Lidia Vitale","Italy, France",10/14/2015 12:00:00 AM,A grueling battle over turning a seaside town near Rome into a gambling paradise exposes criminal rivalries and endemic corruption on a grand scale.,Stefano Sollima,135,"Dramas, International Movies, Thrillers",10,NR,2015,,80075009,Suburra,Movie,2015,1
Russell Peters,United States,10/14/2013 12:00:00 AM,"A four-part docu-series that's an exclusive, backstage pass to global comedy superstar Russell Peters' record-breaking ""Notorious"" world tour.",,,"Docuseries, Stand-Up Comedy & Talk Shows",10,NR,2013,1,70293417,Russell Peters vs. the World,TV Show,2013,1
Russell Peters,United States,10/14/2013 12:00:00 AM,"Global comedy star Russell Peters leaves no ethnic or cultural stereotype unsatirized in this outrageous standup appearance in Sydney, Australia.",Dave Higby,72,Stand-Up Comedy,10,NR,2013,,70280748,Russell Peters: Notorious,Movie,2013,1
"Kery James, Jammeh Diangana, Chloé Jouannet, Bakary Diombera",France,10/13/2019 12:00:00 AM,"Three brothers – a gangster, a scholar and an impressionable teen – learn hard lessons in the gritty suburbs while searching for the means to survive.","Leïla Sy, Kery James",96,"Dramas, International Movies",10,TV-MA,2019,,81034012,Street Flow,Movie,2019,1
"Lee Min-ki, Lee Yoo-young, On Ju-wan, Lee Jun-hyeok, Yun Jong-seok, Kim Jong-soo, Seo Hyun-woo, Song Young-chang, Lee Jun-hyuk",South Korea,10/13/2019 12:00:00 AM,"After her father dies and her husband goes missing, Kim Seo-hui teams up with detective Jo Tae-sik and joins the National Assembly.",,,"Crime TV Shows, International TV Shows, Korean TV Shows",10,TV-14,2019,1,81191500,The Lies Within,TV Show,2019,1
"Diljit Dosanjh, Tapsee Pannu, Angad Bedi, Kulbhushan Kharbanda, Satish Kaushik, Vijay Raaz, Seema Kaushal, Mahabir Bhullar, Alka Badola Kaushal, Jimmy Moses",India,10/13/2018 12:00:00 AM,This biopic on former Indian field hockey player Sandeep Singh follows the athlete’s hard-fought comeback after an accidental gunshot left him paralyzed.,Shaad Ali,131,"Dramas, International Movies, Sports Movies",10,TV-14,2018,,81019031,Soorma,Movie,2018,1
,,10/13/2017 12:00:00 AM,"Upon returning home from his studies abroad, young grad Akif finds himself involved with four women in this continuation of the series ""Spain Uoolss.""",,,"International TV Shows, TV Dramas",10,TV-PG,2015,1,80180544,Ajaibnya Cinta,TV Show,2017,1
"Ahmad Thaher, Maher Khammash, Odai Hijazi, Nadeem Rimawi, Mahmoud al Massad, Nadim Mushahwar","Germany, Jordan, Netherlands",10/13/2017 12:00:00 AM,"After being wrongfully convicted of fraud, an honest man finds that life in prison comes with a measure of freedom that is unavailable outside.",Mahmoud al Massad,83,"Comedies, Dramas, International Movies",10,TV-14,2016,,80148070,Blessed Benefit,Movie,2017,1
"Funda Eryiğit, Ecem Uzun, Mehmet Kurtulus, Okan Yalabik, Serkan Keskin, Sema Poyraz","Turkey, France, Germany, Poland",10/13/2017 12:00:00 AM,"While examining a young woman who has just murdered her husband and mother-in-law, a psychiatrist begins to reflect on her own marriage.",Yesim Ustaoglu,102,"Dramas, International Movies",10,TV-MA,2016,,80155812,Clair Obscur,Movie,2017,1
Alex Fernández,Mexico,10/13/2017 12:00:00 AM,"From a Mexico City theme park, energetic stand-up Alex Fernández riffs on music, cheap toys, insecurity and other fun things about growing up.",Jan Suter,52,Stand-Up Comedy,10,TV-MA,2017,,80183198,"El Especial de Alex Fernández, el Especial",Movie,2017,1
,United Kingdom,10/13/2017 12:00:00 AM,A father's suicide sends a family of eight on a journey through childhood memories and treacherous emotional waters in this poignant documentary.,Lucy Cohen,110,Documentaries,10,TV-MA,2017,,80158844,Kingdom of Us,Movie,2017,1
"Samara Weaving, Hana Mae Lee, Judah Lewis, Robbie Amell, Bella Thorne, Andrew Bachelor, Emily Alyn Lind, Leslie Bibb, Ken Marino",United States,10/13/2017 12:00:00 AM,"When Cole stays up past his bedtime, he discovers that his hot babysitter is part of a satanic cult that will stop at nothing to keep him quiet.",McG,85,"Comedies, Horror Movies",10,TV-MA,2017,,80164456,The Babysitter,Movie,2017,1
"Adam Sandler, Ben Stiller, Dustin Hoffman, Elizabeth Marvel, Grace Van Patten, Emma Thompson, Candice Bergen, Rebecca Miller, Danny Flaherty, Sakina Jaffrey, Adam David Thompson",United States,10/13/2017 12:00:00 AM,Grudges and rivalries abound as three adult siblings converge in New York to contend with their prickly artist father – and his fading legacy.,Noah Baumbach,113,"Comedies, Dramas, Independent Movies",10,TV-MA,2017,,80174434,The Meyerowitz Stories (New and Selected),Movie,2017,1
"Carrie Aizley, Sarah Baker, Bob Balaban, Ed Begley Jr., Tom Bennett, Maria Blasucci, Jennifer Coolidge, Kerry Godliman, Matt Griesser, Christopher Guest, John Michael Higgins, Michael Hitchcock, Don Lake, Jane Lynch, Christopher Moynihan, Chris O'Dowd, Jim Piddock, Parker Posey, Harry Shearer, Fred Willard, Zach Woods, Susan Yeagley",United States,10/13/2016 12:00:00 AM,"Eager contestants don big heads and furry suits to vie for the title of World's Best Mascot in this offbeat, comic romp from Christopher Guest.",Christopher Guest,95,Comedies,10,TV-MA,2016,,80075476,Mascots,Movie,2016,1
"Dan Stevens, Lucy Boynton, Michael Sheen, Mark Lewis Jones, Bill Milner, Kristine Froseth, Paul Higgins, Richard Elfyn, Elen Rhys, Ross O'Hennessy","United Kingdom, United States",10/12/2018 12:00:00 AM,"In 1905, a drifter on a dangerous mission to rescue his kidnapped sister tangles with a sinister religious cult on an isolated island.",Gareth Evans,130,"Horror Movies, International Movies, Thrillers",10,TV-MA,2018,,80158148,Apostle,Movie,2018,1
"Barış Kılıç, Tuvana Türkay, Serhat Tutumluer, Gülçin Santırcıoğlu, Kenan Bal",Turkey,10/12/2018 12:00:00 AM,"Blaming a crooked media mogul for the death of his journalist sister, a surgeon enlists the help of a beautiful psychologist to get revenge.",,,"Crime TV Shows, International TV Shows, TV Dramas",10,TV-14,2014,1,80119451,Black Heart,TV Show,2018,1
"Kandido Uranga, Uma Bracaglia, Eneko Sagardoy, Ramón Agirre, Josean Bengoetxea, Gotzon Sánchez, José Ramón Argoitia, Gorka Aguinagalde, Iñigo de la Iglesia, Aitor Urtzelai","Spain, France",10/12/2018 12:00:00 AM,"A brutal blacksmith tortures a demon he blames for his misery, unaware a trespassing orphan is about to change everything. Based on Basque folklore.",Paul Urkijo Alijo,99,"Horror Movies, International Movies, Sci-Fi & Fantasy",10,TV-MA,2018,,80239565,Errementari: The Blacksmith and the Devil,Movie,2018,1
,United States,10/12/2018 12:00:00 AM,"Revisiting 1970s photos of women that captured a feminist awakening, this film explores those women's lives and examines the continued need for change.",Johanna Demetrakas,86,"Documentaries, LGBTQ Movies",10,TV-MA,2018,,80216844,Feminists: What Were They Thinking?,Movie,2018,1
Frank Grillo,,10/12/2018 12:00:00 AM,"Actor and fight enthusiast Frank Grillo travels the world, immersing himself in different fight cultures to understand their traditions and motivations.",Padraic McKinley,,Docuseries,10,TV-MA,2018,1,80187722,FIGHTWORLD,TV Show,2018,1
"Sandrinna M Skornicki, Aurélie Moeremans, Fero Walandouw, Andryan Bima, Ciara Nadine Brosnan, Ali Fikry, Adlu Fahrezy, Nena Rosier, Naufal Ho, Aqi Singgih",Indonesia,10/12/2018 12:00:00 AM,Five youngsters discover that an antique mirror found in their orphanage is home to an evil ghost who kidnaps children and imprisons them inside it.,Rizal Mantovani,106,"Horror Movies, International Movies",10,TV-14,2018,,81021082,Kuntilanak,Movie,2018,1
,United States,10/12/2018 12:00:00 AM,"In 1976, reggae icon Bob Marley survived an assassination attempt as rival political groups battled in Jamaica. But who exactly was responsible?",Kief Davidson,57,"Documentaries, Music & Musicals",10,TV-14,2018,,80191047,ReMastered: Who Shot the Sheriff,Movie,2018,1
"Christine McConnell, Colleen Smith, Adam Mayfield, Michael Oosterom, Drew Massey, Mick Ignis, Tim Lagasse, Dita von Teese, Steven M. Porter, Elko Weaver",,10/12/2018 12:00:00 AM,"Wickedly talented baker and artist Christine McConnell fills her home with haunting confections, creepy crafts – and wildly inappropriate creatures.",,,"TV Comedies, TV Mysteries",10,TV-PG,2018,1,80201868,The Curious Creations of Christine McConnell,TV Show,2018,1
"Michiel Huisman, Carla Gugino, Timothy Hutton, Henry Thomas, Elizabeth Reaser, Oliver Jackson-Cohen, Kate Siegel, Victoria Pedretti, Lulu Wilson, Mckenna Grace, Paxton Singleton, Julian Hilliard, Violet McGraw",United States,10/12/2018 12:00:00 AM,"Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it.",,,"TV Dramas, TV Horror, TV Mysteries",10,TV-MA,2018,1,80189221,The Haunting of Hill House,TV Show,2018,1
"Maggie Gyllenhaal, Parker Sevak, Gael García Bernal, Michael Chernus, Anna Baryshnikov, Rosa Salazar, Ajay Naidu","United States, Israel, United Kingdom, Canada",10/12/2018 12:00:00 AM,A devoted teacher takes interest in a young student's creative potential after hearing his poetry. But she soon crosses the line into obsession.,Sara Colangelo,97,"Dramas, Independent Movies",10,R,2018,,80240972,The Kindergarten Teacher,Movie,2018,1
"Hisham Fageeh, Fatima Al-Banawi, Sami Hifny, Khairia Nazmi, Abdulmajeed Al-Ruhaidi",Saudi Arabia,10/12/2017 12:00:00 AM,A laid-back civil servant and wealthy video blogger struggle to make it as a modern couple amid strict Saudi social conventions.,Mahmoud Sabbagh,88,"Comedies, International Movies, Romantic Movies",10,TV-14,2016,,80103282,Barakah Meets Barakah,Movie,2017,1
"Javier Cámara, Julián López, Miren Ibarguren, Gorka Otxoa, Tina Sáinz, Ramón Barea",Spain,10/12/2017 12:00:00 AM,"In this dark comedy, a dysfunctional group of wannabe Basque terrorists awaits word about a new mission while Spain makes a run at the World Cup title.",Borja Cobeaga,89,"Comedies, Independent Movies, International Movies",10,TV-MA,2017,,80134526,Bomb Scared,Movie,2017,1
Justin Timberlake,United States,10/12/2016 12:00:00 AM,"On the final nights of a world tour, director Jonathan Demme captures what makes the show soar: gifted musicians, deft dancers and a magnetic star.",Jonathan Demme,90,Music & Musicals,10,TV-PG,2016,,80127559,Justin Timberlake + the Tennessee Kids,Movie,2016,1
"Adrian Pasdar, Roger Craig Smith, Fred Tatasciore, David Kaye, Clancy Brown, Liam O'Brien, Robin Atkin Downes, Dee Bradley Baker",United States,10/12/2014 12:00:00 AM,"While battling to keep the Red Skull and Taskmaster from unleashing a Hydra army, Iron Man and Captain America must learn to work together.",Leo Riley,71,"Children & Family Movies, Sci-Fi & Fantasy",10,PG,2014,,80005501,Iron Man & Captain America: Heroes United,Movie,2014,1
"Ata Demirer, Tuvana Türkay, Ülkü Duru, Salih Kalyon, Renan Bilek, Seda Güven, Toprak Sergen, Ali Yoğurtçuoğlu, Bedir Bedir, Gümeç Alpay Aslan",Turkey,10/11/2019 12:00:00 AM,A mother's plan to find her bachelor son a match derails when a new prospect turns up and sinister schemes unfold.,Hakan Algül,104,"Comedies, International Movies, Romantic Movies",10,TV-MA,2017,,81132441,Bygones Be Bygones,Movie,2019,1
Aaron Paul,United States,10/11/2019 12:00:00 AM,"Fugitive Jesse Pinkman attempts to outrun his past. Written and directed by ""Breaking Bad"" creator Vince Gilligan, starring Aaron Paul.",Vince Gilligan,123,"Dramas, Thrillers",10,TV-MA,2019,,81078819,El Camino: A Breaking Bad Movie,Movie,2019,1
"Sam Worthington, Lily Rabe, Stephen Tobolowsky, Adjoa Andoh, Lucy Capri, Lauren Cochrane, Shane Dean",United States,10/11/2019 12:00:00 AM,"After his wife and injured daughter disappear from an ER, a man conducts a panicked search and becomes convinced the hospital is hiding something.",Brad Anderson,100,Thrillers,10,TV-MA,2019,,80223997,Fractured,Movie,2019,1
"Gbenga Titiloye, Elvina Ibru, Sharon Ooja, Osas Ighodaro Ajibade, Monalisa Chinda, Toyin Abraham, Bisola Aiyeola, Oladele Ogunlana, Jimmy Odukoya, Alex Ekubo",Nigeria,10/11/2019 12:00:00 AM,"With a matriarch bent on having a lavish 51st birthday party, her family's debt is on the verge of exposure, threatening their business – and legacy.",Bolanle Austen-Peters,99,"Dramas, International Movies",10,TV-14,2019,,81191666,The Bling Lagosians,Movie,2019,1
"Kippei Shiina, Shinnosuke Mitsushima, Kyooko Hinami, Eri Kamataki, Young Dais, Natsuki Kawamura, Yuzuka Nakaya, Dai Hasegawa, Chiho Fujii, Sei Matobu, Denden",Japan,10/11/2019 12:00:00 AM,A con man and a would-be filmmaking crew force themselves into the lives of two grief-scarred young women. But nothing is as it seems.,Sion Sono,151,"Dramas, International Movies, Thrillers",10,TV-MA,2019,,81133621,The Forest of Love,Movie,2019,1
"Manuela Vellés, Maggie Civantos, Alain Hernández, Claudia Placer, Daniela Rubio, Emma Suárez, Ramón Esquinas, Felipe García Vélez, Mariana Cordero","Spain, France",10/11/2019 12:00:00 AM,"Back in her childhood home to help her sister care for their comatose mother, Alicia must face a dark force from her past that now threatens her child.",Dennis Rovira van Boekholt,102,"Horror Movies, International Movies",10,TV-MA,2019,,81038598,The Influence,Movie,2019,1
"Chicco Jerikho, Rio Dewanto, Julie Estelle, Jajang C. Noer, Slamet Rahardjo, Otig Pakis, Arash Buana, Hazel Raditya, Dimas Harya, Westny Dj",Indonesia,10/11/2018 12:00:00 AM,The level-headed owner of a struggling coffee shop finds his future at risk when his partner – a talented but cocky barista – makes a major bet.,Angga Dwimas Sasongko,118,"Dramas, International Movies",10,TV-PG,2015,,81016322,Filosofi Kopi The Movie,Movie,2018,1
"Giorgio Tirabassi, Marco Bocci, Cristiana Capotondi, Greta Scarano, Michela Cescon, Diane Fleri, Carlo Calderone, Claudio Gioè, Romina Mondello, Orlando Cinque, Luigi Maria Burruano, Riccardo Scamarcio, Lorenza Indovina, Ivana Lotito, Pierfrancesco Poggi, Marco Leonardi, Anna Ferruzzo, Peppino Mazzotta, Giorgio Marchesi",,10/11/2018 12:00:00 AM,"Get an intimate look at four engaged citizens whose courage, sense of civic duty and ultimate sacrifice helped to transform Italian society.",,,"Crime TV Shows, International TV Shows, TV Dramas",10,TV-MA,2018,1,81015994,Ordinary Heroes,TV Show,2018,1
Samin Nosrat,,10/11/2018 12:00:00 AM,"Chef and food writer Samin Nosrat travels the world to explore four basic keys to wonderful cooking, serving up feasts and helpful tips along the way.",,,Docuseries,10,TV-PG,2018,1,80198288,Salt Fat Acid Heat,TV Show,2018,1
"Nelly Karim, Hany Adel, Tarek Abdel Aziz, Ahmed Malek, Ahmed Dash, Husni Sheta, Aly Eltayeb, Amr El Kady, Mohamed Abd El Azim, Gameel Barsoum, Ashraf Hamdy","Egypt, France",10/11/2018 12:00:00 AM,"Amid the tumult following Egyptian President Morsi's ouster, demonstrators from divergent backgrounds are brought together inside a police truck.",Mohamed Diab,98,"Dramas, Independent Movies, International Movies",10,TV-14,2016,,80147323,اشتباك,Movie,2018,1
"Laura Stahl, Billy Kametz, Derek Stephen Prince, Kyle McCarley, Brandon Winckler, Kimlinh Tran",,10/10/2019 12:00:00 AM,"Yearning to earn the title of world blading champion, a novice competitor must harness his untamed potential through training and tournaments.",,,"Anime Series, Kids' TV",10,TV-Y7,2018,1,81172568,Beyblade Burst Turbo,TV Show,2019,1
Gen Hoshino,,10/10/2019 12:00:00 AM,Singer-songwriter Gen Hoshino takes the stage at the sold out Tokyo Dome in his highly anticipated 2019 Pop Virus dome tour.,Naoto Amazutsumi,154,"International Movies, Music & Musicals",10,TV-PG,2019,,81171871,GEN HOSHINO STADIUM TOUR “POP VIRUS”,Movie,2019,1
"Kengo Kawanishi, M・A・O, Toshiyuki Morikawa, Hibiku Yamamura, Satoshi Mikami, Koji Yusa, Hiroshi Yanaka, Shiro Saito, Keiichi Sonobe",Japan,10/10/2019 12:00:00 AM,"Decades after the sudden birth of a new continent, a young rescuer-for-hire provides aid to adventurers exploring this dangerous, uncharted world.",,,"Anime Series, International TV Shows",10,TV-14,2019,1,81019771,Ultramarine Magmell,TV Show,2019,1
"Anders Danielsen Lie, Jon Øigarden, Jonas Strand Gravli, Ola G. Furuseth, Maria Bock, Thorbjørn Harr, Jaden Smith","Norway, Iceland, United States",10/10/2018 12:00:00 AM,"After devastating terror attacks in Norway, a young survivor, grieving families and the country rally for justice and healing. Based on a true story.",Paul Greengrass,144,"Dramas, Thrillers",10,R,2018,,80210932,22-Jul,Movie,2018,1
